article,sentence,label
Highthroughput microbial population genomics using the.txt,"We have developed a software package, Cortex, designed for the analysis of genetic variation by de novo assembly of multiple samples",1
hiHMM Bayesian nonparametric joint inference of.txt,"Availability and implementation: Source codes are available at https://github.com/kasohn/hiHMM.",1
hiHMM Bayesian nonparametric joint inference of.txt,"(A) ChIP signal matrix showing the average observed histone modification profiles for each of 25 states jointly inferred by the hiHMM algorithm (Model 2) for three stages of fly development: late embryo (EL), stage 3 larvae (L3) and adult head (AH)",1
HiJack a novel computational framework for.txt,"d/ From the software development perspective, the implementation of a more general algorithm that identifies hijacking points given an arbitrary number of steps away from the targeted reaction is an interesting idea for the future.",1
HilbertCurve an RBioconductor package for highresolution.txt,"Availability and implementation: The HilbertCurve package and documentation are freely available from the Bioconductor project",1
HilbertCurve an RBioconductor package for highresolution.txt,"Here we present HilbertCurve, an R/Bioconductor package for genomic data visualization using Hilbert curves",1
HilbertCurve an RBioconductor package for highresolution.txt,This enables smooth integration of HilbertCurve in genomic analysis and distinguishes the package from currently available tools such as HilbertVis (),1
HilbertCurve an RBioconductor package for highresolution.txt,Further advantages of HilbertCurve over other tools are the capability to visualize multiple chromosomes simultaneously and V C The Author 2016,1
HippDB a database of readily targeted.txt,Availability and implementation: HippDB is freely available on the web at http://www.nyu.edu/projects/arora/hippdb,1
HIPPIE a highthroughput identification pipeline for.txt,Availability and implementation: This software package is designed to run on high-performance computing clusters with Oracle Grid Engine,1
HiPub translating PubMed and PMC texts.txt,"Availability and Implementation: HiPub and detailed user guide are available at http://hipub.korea.",1
HiSpOD probe design for functional DNA.txt,"DISCUSSIONHiSpOD takes into account a greater number of criteria to select more efficient probes () compared with most popular softwares used for oligonucleotide probe design for FGAs (), The entire software suite is available through web services",1
HiSpOD probe design for functional DNA.txt,"In addition, the clustering of cross-hybridization sequences using BLASTClust tool is another original approach proposed by our software to define gene sequence families that may induce potential cross-hybridizations and so to facilitate selection of the most appropriate probes",1
Histogrambased DNA analysis for the visualization.txt,"Availability and implementation: Source code freely available for download at http://www4.dei.isep.ipp.pt/etc/dnapaper2010, implemented in Free Pascal and UNIX scripting tools.",1
Histogrambased DNA analysis for the visualization.txt,"In short, for our DNA sequence analysis process we adopted(i) the histogram for translating the T, C, A, G symbols into numerical values; (ii) the dynamical code characterization by means of n-tuple sequences; (iii) the sequence similarity comparison using a correlation method; and (iv) the identification of hidden patterns in the numerical sequence and subsequent high-level visualization of those patterns.",1
HiTC exploration of highthroughput C experiments.txt,The R/Bioconductor package HiTC facilitates the exploration of high-throughput 3C-based data,1
HiTC exploration of highthroughput C experiments.txt,The package operates within the Bioconductor framework and thus offers new opportunities for future development in this field,1
HiTC exploration of highthroughput C experiments.txt,Availability and implementation: The R package HiTC is available from the Bioconductor website,1
HiTC exploration of highthroughput C experiments.txt,"Here, we present the R/Bioconductor package HiTC that enables users to visualize and explore high-throughput 'C' data",1
HiTC exploration of highthroughput C experiments.txt,The HiTC package is aimed at biologists interested in investigating their data and at biostatisticians involved in the development of new statistical methods which can be applied to C data.,1
HiTEC accurate error correction in highthroughput.txt,"Availability: The source code of HiTEC is freely available at",1
